school,original_publication_date,sentence_lowered,period
rationalism,1710,"this characteristic of infinity is proper also to all his other perfections, to love of virtue, hatred of vice, etc.",modern
rationalism,1710,"there is, however, ambiguity in the assertion that love of virtue and hatred of vice are infinite in god: if that were absolutely and unreservedly true, in practice there would be no vice in the world.",modern
rationalism,1710,"thus love of the best in the whole carries the day over all other individual inclinations or hatreds; it is the only impulse whose very exercise is absolutely infinite, nothing having power to prevent god from declaring himself for the best; and some vice being combined with the best possible plan, god permits it. '",modern
rationalism,1710,"he wished to show forth his perfections only to the end that creatures of this kind should find their felicity in the knowledge, the admiration and the love of the supreme being.'",modern
rationalism,1710,"a true benefactor gives promptly, and does not wait to give until those he loves have suffered long miseries from the privation of what he could have imparted to them at first very easily, and without causing any inconvenience to himself.",modern
rationalism,1710,"god has care for men, he loves the human race, he wishes it well, nothing so true.",modern
rationalism,1710,"the way whereby that master can give proof of greatest love for virtue is to cause it, if he can, to be always practised without any mixture of vice.",modern
rationalism,1710,"if there are any who think otherwise, so much the worse for them, they are malcontents in the state of the greatest and the best of all monarchs; and they are wrong not to take advantage of the examples he has given them of his wisdom and his infinite goodness, whereby he reveals himself as being not only wonderful, but also worthy of love beyond all things.",modern
rationalism,1710,"many have even believed that there was therein a secret connexion with the holy trinity: that power relates to the father, that is, to the source of divinity, wisdom to the eternal word, which is called logos by the most sublime of the evangelists, and will or love to the holy spirit.",modern
rationalism,1710,"someone has dared to compare god's course of action with that of a caligula, who has his edicts written in so small a hand and has them placarded in so high a place that it is not possible to read them; with that of a mother who neglects her daughter's honour in order to attain her own selfish ends; with that of queen catherine de medicis, who is said to have abetted the love affairs of her ladies in order to learn of the intrigues of the great; and even with that of tiberius, who arranged, through the extraordinary services of the executioner, that the law forbidding the subjection of a virgin to capital punishment should no longer apply to the case of sejanus's daughter.",modern
